source          ,target
startle         ,3d modeling
startle         ,graphic design
startle         ,black and white
startle         ,text
startle         ,black
startle         ,graphics
whiplash        ,circle
whiplash        ,monochrome photography
whiplash        ,font
whiplash        ,monochrome
whiplash        ,3d modeling
whiplash        ,graphic design
whiplash        ,black and white
whiplash        ,text
whiplash        ,black
whiplash        ,graphics
hurt            ,crowd
hurt            ,sports
hurt            ,protest
hurt            ,sport venue
hurt            ,player
god             ,crowd
god             ,sports
god             ,protest
god             ,sport venue
god             ,player
house           ,sports
house           ,protest
house           ,sport venue
house           ,player
rifle           ,crowd
rifle           ,people
moment          ,crowd
day             ,iron
tough           ,crowd
tough           ,people
lot             ,temple
day             ,flag
size            ,demonstration
size            ,crowd
size            ,people
size            ,protest
mob             ,tree
mob             ,people
mob             ,sports
mob             ,festival
intent          ,crowd
intent          ,tree
intent          ,people
intent          ,sports
intent          ,festival
like            ,people
possess         ,crowd
possess         ,people
day             ,snow
day             ,winter
basically       ,snow
basically       ,winter
fill            ,snow
fill            ,winter
survive         ,snow
survive         ,winter
home            ,snow
home            ,winter
I               ,demonstration
I               ,sports
I               ,festival
I               ,player
infamous        ,demonstration
infamous        ,crowd
infamous        ,people
infamous        ,sports
infamous        ,festival
infamous        ,flag of the united states
infamous        ,protest
infamous        ,flag
infamous        ,player
line            ,demonstration
line            ,crowd
line            ,people
line            ,sports
line            ,festival
line            ,flag of the united states
line            ,protest
line            ,flag
line            ,player
I               ,snow
I               ,winter
begin           ,snow
begin           ,sports
begin           ,winter
begin           ,player
sob             ,snow
sob             ,sports
sob             ,winter
sob             ,player
cry             ,snow
cry             ,sports
cry             ,winter
cry             ,player
